lon,lat,dominant,total,n_red_kangaroo,n_eastern_grey_kangaroo,n_koala,n_emu,n_platypus
148.25,-23.25,emu,28,0,10,5,13,0
148.25,-21.25,platypus,94,0,15,16,12,51
149.75,-24.75,emu,71,0,6,9,53,3
145.25,-20.75,emu,26,0,4,2,20,0
149.25,-23.25,emu,43,0,5,1,37,0
142.25,-28.75,emu,21,0,2,0,19,0
150.75,-26.25,emu,24,0,9,4,11,0
145.25,-16.25,platypus,22,0,2,0,0,20
144.25,-14.75,emu,17,0,5,0,12,0
149.25,-24.25,eastern_grey_kangaroo,11,0,5,2,4,0
146.75,-20.25,emu,25,0,3,2,20,0
142.75,-27.25,emu,15,0,1,0,14,0
148.75,-22.75,emu,39,0,13,7,19,0
149.25,-21.75,koala,57,0,11,38,5,3
149.25,-27.75,emu,39,0,8,2,29,0
148.25,-24.75,emu,118,0,15,7,92,4
147.25,-24.75,emu,51,0,13,8,30,0
145.75,-18.75,emu,81,0,8,19,37,17
142.75,-13.25,emu,32,0,9,0,23,0
147.75,-26.75,emu,14,0,3,2,9,0
146.25,-26.75,emu,39,0,4,1,34,0
147.25,-19.75,emu,52,0,6,6,40,0
150.75,-28.75,emu,560,0,146,6,404,4
143.75,-15.25,emu,44,0,1,0,43,0
146.75,-23.25,emu,15,0,3,1,11,0
150.25,-24.25,emu,71,0,2,2,67,0
144.75,-15.75,eastern_grey_kangaroo,10,0,9,0,1,0
148.75,-21.25,koala,814,0,13,417,14,370
148.75,-20.25,emu,82,0,10,18,54,0
145.75,-17.75,platypus,34,0,2,2,1,29
147.25,-23.75,emu,18,0,1,6,11,0
148.25,-20.25,emu,52,0,12,17,23,0
151.25,-26.25,koala,49,0,6,24,19,0
148.75,-22.25,emu,16,0,2,2,12,0
149.75,-22.25,eastern_grey_kangaroo,49,0,17,17,15,0
151.25,-29.25,eastern_grey_kangaroo,1354,0,1024,170,71,89
150.75,-24.25,emu,127,0,17,48,62,0
148.75,-24.75,emu,72,0,22,3,47,0
148.75,-26.25,emu,50,0,4,6,40,0
143.75,-14.25,emu,10,0,3,0,7,0
152.25,-26.25,koala,489,0,8,469,0,12
147.75,-20.25,emu,24,0,2,6,16,0
149.25,-28.25,emu,13,0,1,3,9,0
149.25,-20.75,koala,260,0,63,192,5,0
146.75,-25.75,emu,36,0,4,2,30,0
145.75,-22.75,emu,37,0,4,5,28,0
148.25,-20.75,emu,15,0,3,3,7,2
151.75,-32.25,koala,4551,0,243,4119,2,187
146.75,-41.25,eastern_grey_kangaroo,265,0,195,0,1,69
148.25,-42.75,eastern_grey_kangaroo,207,0,155,0,52,0
152.25,-32.25,koala,12957,0,207,12711,0,39
150.25,-36.75,koala,488,0,108,380,0,0
148.25,-34.25,eastern_grey_kangaroo,350,0,193,0,155,2
150.25,-35.25,koala,2419,0,850,1244,268,57
148.75,-35.75,eastern_grey_kangaroo,697,0,604,6,14,73
150.25,-35.75,eastern_grey_kangaroo,5979,0,5938,15,2,24
152.25,-29.75,eastern_grey_kangaroo,868,0,633,199,3,33
150.25,-34.75,koala,8178,0,1737,6230,116,95
147.75,-41.75,platypus,112,0,21,0,3,88
149.75,-36.75,koala,8177,0,3412,4369,41,355
149.75,-36.25,koala,2137,0,452,1635,5,45
149.25,-32.75,eastern_grey_kangaroo,274,0,144,28,84,18
152.75,-30.25,koala,7854,0,97,7285,20,452
148.75,-36.25,eastern_grey_kangaroo,3247,0,2814,45,150,238
150.25,-32.75,eastern_grey_kangaroo,267,0,192,47,6,22
149.75,-32.25,eastern_grey_kangaroo,4261,0,2644,614,994,9
148.25,-36.25,eastern_grey_kangaroo,436,0,197,3,88,148
153.25,-30.25,koala,7123,0,2656,4323,11,133
148.25,-34.75,eastern_grey_kangaroo,1090,0,1052,0,7,31
152.25,-30.75,eastern_grey_kangaroo,1972,0,1733,210,2,27
151.25,-32.25,eastern_grey_kangaroo,779,0,548,154,0,77
151.75,-31.25,koala,433,0,64,346,2,21
149.75,-34.75,eastern_grey_kangaroo,1147,0,961,120,20,46
148.25,-35.75,eastern_grey_kangaroo,1404,0,1206,6,102,90
149.25,-36.25,koala,9428,0,1880,7409,4,135
150.25,-34.25,koala,4235,0,1587,2221,206,221
152.25,-32.75,koala,15444,0,2040,13390,10,4
152.25,-30.25,eastern_grey_kangaroo,2111,0,1732,337,1,41
148.25,-40.75,eastern_grey_kangaroo,90,0,89,0,0,1
152.25,-31.25,koala,485,0,72,355,0,58
153.25,-29.75,emu,5652,0,1784,219,3645,4
149.75,-35.25,eastern_grey_kangaroo,1857,0,1405,327,7,118
149.25,-35.75,eastern_grey_kangaroo,3540,0,2578,827,8,127
151.75,-29.25,eastern_grey_kangaroo,523,0,379,56,2,86
141.25,-36.75,emu,205,0,2,0,203,0
151.25,-31.75,koala,578,0,108,412,1,57
149.25,-36.75,eastern_grey_kangaroo,1046,0,671,55,24,296
149.25,-34.25,eastern_grey_kangaroo,159,0,123,5,3,28
140.75,-36.75,emu,281,0,4,1,276,0
151.25,-30.75,koala,12472,0,1259,11139,4,70
149.75,-35.75,eastern_grey_kangaroo,1400,0,1256,9,0,135
148.25,-33.75,eastern_grey_kangaroo,175,0,87,3,82,3
150.75,-33.25,koala,5888,0,87,5745,21,35
147.25,-41.25,platypus,136,0,4,0,0,132
150.25,-31.75,koala,3917,0,973,2940,3,1
153.25,-31.25,eastern_grey_kangaroo,125,0,121,4,0,0
147.25,-35.75,eastern_grey_kangaroo,794,0,777,2,8,7
150.75,-32.75,koala,685,0,189,487,1,8
147.75,-33.75,emu,305,0,54,0,251,0
150.75,-30.75,eastern_grey_kangaroo,204,0,121,11,3,69
150.25,-32.25,emu,446,0,163,22,250,11
150.75,-29.75,eastern_grey_kangaroo,5570,0,4461,769,320,20
148.25,-28.25,emu,25,0,1,1,23,0
149.25,-25.75,emu,13,0,2,0,8,3
141.75,-36.25,emu,808,0,8,2,796,2
148.25,-32.75,eastern_grey_kangaroo,197,0,103,7,87,0
152.75,-28.75,koala,1789,0,143,1597,0,49
147.25,-34.75,eastern_grey_kangaroo,97,0,95,0,2,0
146.75,-23.75,emu,30,0,2,2,26,0
146.25,-41.75,platypus,288,0,1,0,142,145
151.25,-30.25,eastern_grey_kangaroo,873,0,632,168,2,71
138.75,-35.25,koala,2533,0,9,2207,311,6
151.75,-31.75,koala,1294,0,53,1140,1,100
151.75,-29.75,eastern_grey_kangaroo,955,0,839,58,13,45
152.75,-29.25,koala,2827,0,132,2672,6,17
150.75,-30.25,eastern_grey_kangaroo,609,0,590,12,6,1
149.25,-22.75,koala,49,0,3,31,15,0
147.75,-34.75,eastern_grey_kangaroo,155,0,100,2,52,1
140.25,-37.75,emu,91,0,2,0,89,0
147.25,-42.25,platypus,49,0,4,0,1,44
139.75,-37.25,emu,129,0,17,0,112,0
142.25,-36.25,emu,160,0,3,2,146,9
149.75,-30.75,eastern_grey_kangaroo,821,0,361,233,226,1
149.75,-31.75,eastern_grey_kangaroo,69,0,32,19,15,3
151.25,-31.25,eastern_grey_kangaroo,1777,0,1516,186,11,64
153.75,-28.25,koala,4612,0,26,4579,0,7
138.25,-35.75,emu,38,0,2,9,27,0
149.75,-31.25,koala,317,0,30,203,83,1
147.25,-42.75,platypus,343,0,2,0,3,338
140.75,-36.25,emu,47,0,1,0,46,0
152.75,-32.25,koala,451,0,31,417,0,3
146.25,-18.75,emu,23,0,1,2,12,8
146.25,-41.25,platypus,372,0,2,0,0,370
139.75,-36.75,emu,34,0,1,0,33,0
138.25,-35.25,koala,30,0,1,23,6,0
146.25,-42.25,platypus,75,0,1,0,0,74
147.25,-41.75,platypus,165,0,18,5,5,137
142.75,-21.75,emu,22,0,2,0,20,0
115.25,-33.75,eastern_grey_kangaroo,296,0,217,0,79,0
143.75,-22.75,emu,49,0,2,0,47,0
140.75,-35.75,emu,117,0,6,0,111,0
146.25,-32.75,emu,346,0,2,0,344,0
147.75,-42.25,eastern_grey_kangaroo,88,0,80,0,0,8
136.75,-35.75,koala,473,0,1,348,58,66
143.75,-32.25,emu,47,0,1,0,46,0
144.25,-35.25,emu,123,0,13,0,107,3
141.75,-35.75,emu,314,0,1,0,313,0
140.25,-37.25,emu,61,0,3,4,54,0
142.75,-24.75,emu,12,0,1,0,11,0
147.25,-20.75,eastern_grey_kangaroo,15,0,7,1,7,0
145.75,-27.25,emu,70,0,1,0,69,0
143.25,-28.25,emu,11,0,1,0,10,0
147.25,-27.25,koala,68,0,1,47,20,0
152.25,-29.25,koala,391,0,147,201,1,42
139.75,-35.75,emu,102,0,1,0,101,0
145.25,-21.75,emu,13,0,2,4,7,0
145.75,-41.75,platypus,185,0,1,0,1,183
137.75,-35.75,koala,93,0,1,84,8,0
140.25,-36.25,emu,119,0,1,0,118,0
140.25,-35.75,emu,189,0,2,0,187,0
137.25,-35.75,koala,655,0,1,652,2,0
149.25,-32.25,eastern_grey_kangaroo,858,0,798,10,28,22
148.75,-30.25,koala,129,0,7,70,52,0
146.75,-34.25,eastern_grey_kangaroo,22,0,12,1,9,0
149.25,-31.75,emu,180,0,39,33,108,0
146.75,-33.25,emu,40,0,4,0,35,1
146.75,-33.75,eastern_grey_kangaroo,14,0,7,0,7,0
143.75,-33.25,emu,50,0,1,0,49,0
142.75,-12.75,emu,11,0,3,0,8,0
148.25,-41.25,platypus,36,0,10,0,0,26
147.75,-42.75,platypus,26,0,1,0,1,24
143.25,-17.75,emu,10,0,4,0,6,0
135.75,-34.75,emu,946,0,0,166,780,0
138.75,-35.75,emu,114,0,0,4,109,1
141.25,-36.25,emu,66,0,0,2,64,0
147.75,-24.25,koala,11,0,0,10,1,0
145.75,-25.25,emu,22,0,0,4,18,0
144.25,-26.25,emu,18,0,0,1,17,0
149.25,-21.25,koala,108,0,0,92,0,16
144.75,-23.25,emu,26,0,0,1,25,0
146.25,-25.25,emu,68,0,0,15,53,0
144.75,-21.75,emu,27,0,0,2,25,0
145.75,-24.25,emu,28,0,0,3,25,0
144.25,-24.25,emu,39,0,0,2,37,0
146.75,-27.75,emu,67,0,0,1,66,0
143.25,-24.75,emu,22,0,0,2,20,0
144.25,-18.75,emu,20,0,0,1,19,0
144.75,-28.25,emu,62,0,0,1,61,0
147.75,-28.25,emu,11,0,0,1,10,0
145.25,-23.25,emu,24,0,0,1,23,0
140.25,-36.75,emu,143,0,0,14,129,0
135.25,-33.75,emu,57,0,0,1,56,0
137.25,-36.25,koala,10,0,0,10,0,0
116.25,-32.25,emu,142,0,0,1,141,0
135.25,-34.75,emu,629,0,0,2,627,0
135.25,-34.25,emu,52,0,0,1,51,0
135.75,-34.25,emu,15,0,0,3,12,0
143.75,-32.75,emu,41,0,0,1,40,0
144.75,-32.25,emu,28,0,0,0,28,0
146.25,-31.25,emu,58,0,0,0,58,0
143.25,-32.25,emu,27,0,0,0,27,0
144.75,-29.75,emu,51,0,0,0,51,0
143.75,-29.25,emu,36,0,0,0,36,0
144.25,-33.75,emu,33,0,0,0,33,0
144.25,-32.25,emu,12,0,0,0,12,0
143.75,-33.75,emu,33,0,0,0,33,0
140.75,-35.25,emu,81,0,0,0,81,0
141.25,-35.75,emu,113,0,0,0,113,0
139.75,-24.75,emu,70,0,0,0,70,0
142.75,-22.25,emu,104,0,0,0,104,0
141.25,-27.75,emu,15,0,0,0,15,0
144.25,-27.25,emu,76,0,0,0,76,0
139.25,-18.75,emu,12,0,0,0,12,0
143.25,-25.75,emu,12,0,0,0,12,0
139.75,-18.75,emu,15,0,0,0,15,0
143.75,-23.75,emu,18,0,0,0,18,0
131.25,-12.75,emu,12,0,0,0,12,0
113.75,-25.75,emu,534,0,0,0,534,0
115.25,-30.25,emu,88,0,0,0,88,0
118.25,-34.25,emu,381,0,0,0,381,0
136.75,-35.25,emu,744,0,0,0,744,0
114.25,-27.75,emu,256,0,0,0,256,0
122.25,-33.75,emu,134,0,0,0,134,0
118.25,-34.75,emu,46,0,0,0,46,0
136.25,-35.25,emu,10,0,0,0,10,0
118.75,-33.25,emu,13,0,0,0,13,0
116.25,-34.25,emu,237,0,0,0,237,0
115.75,-34.25,emu,286,0,0,0,286,0
139.75,-36.25,emu,418,0,0,0,418,0
120.25,-33.75,emu,75,0,0,0,75,0
139.25,-35.75,emu,424,0,0,0,424,0
115.25,-34.25,emu,235,0,0,0,235,0
122.25,-32.25,emu,21,0,0,0,21,0
116.75,-32.25,emu,88,0,0,0,88,0
115.25,-30.75,emu,155,0,0,0,155,0
115.75,-34.75,emu,26,0,0,0,26,0
122.75,-32.25,emu,81,0,0,0,81,0
116.75,-34.75,emu,267,0,0,0,267,0
113.75,-26.25,emu,59,0,0,0,59,0
116.25,-31.25,emu,90,0,0,0,90,0
147.75,-28.75,emu,38,0,0,0,38,0
115.25,-31.25,emu,78,0,0,0,78,0
117.25,-33.75,emu,101,0,0,0,101,0
132.75,-13.25,emu,14,0,0,0,14,0
116.25,-33.25,emu,31,0,0,0,31,0
119.25,-32.75,emu,32,0,0,0,32,0
115.75,-33.75,emu,153,0,0,0,153,0
116.25,-34.75,emu,71,0,0,0,71,0
114.75,-28.75,emu,25,0,0,0,25,0
115.75,-32.75,emu,410,0,0,0,410,0
114.25,-23.75,emu,12,0,0,0,12,0
121.25,-29.75,emu,45,0,0,0,45,0
119.25,-34.25,emu,100,0,0,0,100,0
134.25,-12.25,emu,21,0,0,0,21,0
117.75,-34.75,emu,76,0,0,0,76,0
123.25,-33.75,emu,69,0,0,0,69,0
115.75,-31.25,emu,78,0,0,0,78,0
130.75,-13.25,emu,51,0,0,0,51,0
117.25,-34.75,emu,179,0,0,0,179,0
116.25,-29.25,emu,33,0,0,0,33,0
119.25,-33.25,emu,12,0,0,0,12,0
120.75,-31.25,emu,30,0,0,0,30,0
118.25,-31.25,emu,19,0,0,0,19,0
119.75,-33.75,emu,39,0,0,0,39,0
117.75,-34.25,emu,243,0,0,0,243,0
119.75,-32.25,emu,16,0,0,0,16,0
140.75,-22.75,emu,14,0,0,0,14,0
116.75,-34.25,emu,304,0,0,0,304,0
116.75,-31.75,emu,166,0,0,0,166,0
119.75,-31.25,emu,16,0,0,0,16,0
118.75,-34.25,emu,224,0,0,0,224,0
114.25,-28.25,emu,12,0,0,0,12,0
113.25,-25.75,emu,13,0,0,0,13,0
121.25,-33.75,emu,59,0,0,0,59,0
132.75,-12.75,emu,110,0,0,0,110,0
121.75,-31.25,emu,11,0,0,0,11,0
115.75,-26.25,emu,11,0,0,0,11,0
116.25,-32.75,emu,78,0,0,0,78,0
146.75,-26.25,emu,28,0,0,0,28,0
114.25,-22.75,emu,21,0,0,0,21,0
137.25,-29.25,emu,11,0,0,0,11,0
113.75,-23.25,emu,13,0,0,0,13,0
129.75,-15.25,emu,28,0,0,0,28,0
116.75,-35.25,emu,13,0,0,0,13,0
139.75,-25.25,emu,10,0,0,0,10,0
120.75,-30.25,emu,32,0,0,0,32,0
129.75,-15.75,emu,20,0,0,0,20,0
137.25,-35.25,emu,214,0,0,0,214,0
131.75,-12.75,emu,17,0,0,0,17,0
116.75,-24.25,emu,24,0,0,0,24,0
120.75,-33.75,emu,15,0,0,0,15,0
117.75,-29.25,emu,36,0,0,0,36,0
119.25,-33.75,emu,52,0,0,0,52,0
120.75,-27.25,emu,44,0,0,0,44,0
116.25,-27.25,emu,103,0,0,0,103,0
139.75,-29.25,emu,20,0,0,0,20,0
121.25,-30.25,emu,24,0,0,0,24,0
116.25,-30.75,emu,15,0,0,0,15,0
119.25,-25.25,emu,18,0,0,0,18,0
140.25,-28.75,emu,32,0,0,0,32,0
132.25,-12.75,emu,109,0,0,0,109,0
121.25,-31.25,emu,11,0,0,0,11,0
117.75,-27.75,emu,28,0,0,0,28,0
122.75,-25.75,emu,11,0,0,0,11,0
117.25,-34.25,emu,62,0,0,0,62,0
140.25,-23.25,emu,15,0,0,0,15,0
115.75,-33.25,emu,89,0,0,0,89,0
117.25,-35.25,emu,20,0,0,0,20,0
132.25,-13.25,emu,21,0,0,0,21,0
115.75,-32.25,emu,50,0,0,0,50,0
114.75,-27.25,emu,10,0,0,0,10,0
121.25,-25.25,emu,16,0,0,0,16,0
131.25,-13.25,emu,19,0,0,0,19,0
115.25,-24.75,emu,23,0,0,0,23,0
116.75,-33.25,emu,13,0,0,0,13,0
113.75,-21.75,emu,44,0,0,0,44,0
138.75,-19.25,emu,18,0,0,0,18,0
139.75,-21.75,emu,10,0,0,0,10,0
140.25,-35.25,emu,11,0,0,0,11,0
134.75,-33.25,emu,27,0,0,0,27,0
113.25,-24.25,emu,21,0,0,0,21,0
114.75,-24.75,emu,10,0,0,0,10,0
117.25,-27.25,emu,31,0,0,0,31,0
122.75,-23.75,emu,12,0,0,0,12,0
134.75,-33.75,emu,14,0,0,0,14,0
125.25,-31.25,emu,14,0,0,0,14,0
141.75,-21.75,emu,10,0,0,0,10,0
117.75,-35.25,emu,20,0,0,0,20,0
123.25,-18.75,emu,21,0,0,0,21,0
116.75,-32.75,emu,65,0,0,0,65,0
138.25,-28.75,emu,25,0,0,0,25,0
121.75,-33.75,emu,49,0,0,0,49,0
141.75,-28.75,emu,17,0,0,0,17,0
140.25,-25.75,emu,16,0,0,0,16,0
120.25,-30.75,emu,40,0,0,0,40,0
125.75,-16.75,emu,12,0,0,0,12,0
122.75,-33.75,emu,22,0,0,0,22,0
121.75,-32.25,emu,29,0,0,0,29,0
140.75,-28.75,emu,22,0,0,0,22,0
119.75,-34.25,emu,21,0,0,0,21,0
142.25,-28.25,emu,12,0,0,0,12,0
139.75,-23.75,emu,15,0,0,0,15,0
115.25,-22.75,emu,13,0,0,0,13,0
119.75,-30.25,emu,27,0,0,0,27,0
120.75,-27.75,emu,14,0,0,0,14,0
121.75,-30.75,emu,22,0,0,0,22,0
121.25,-27.75,emu,13,0,0,0,13,0
139.75,-22.25,emu,14,0,0,0,14,0
133.25,-31.75,emu,15,0,0,0,15,0
117.75,-30.25,emu,49,0,0,0,49,0
143.75,-28.25,emu,18,0,0,0,18,0
120.25,-31.25,emu,27,0,0,0,27,0
132.25,-14.25,emu,20,0,0,0,20,0
123.75,-33.75,emu,17,0,0,0,17,0
120.75,-30.75,emu,10,0,0,0,10,0
118.25,-27.75,emu,39,0,0,0,39,0
130.75,-22.75,emu,16,0,0,0,16,0
116.75,-30.75,emu,11,0,0,0,11,0
121.25,-29.25,emu,20,0,0,0,20,0
121.25,-26.25,emu,18,0,0,0,18,0
143.75,-23.25,emu,10,0,0,0,10,0
119.25,-22.75,emu,21,0,0,0,21,0
139.25,-20.25,emu,35,0,0,0,35,0
119.25,-28.25,emu,17,0,0,0,17,0
118.25,-29.25,emu,23,0,0,0,23,0
131.75,-14.75,emu,16,0,0,0,16,0
122.75,-28.25,emu,11,0,0,0,11,0
123.25,-32.25,emu,35,0,0,0,35,0
118.25,-22.75,emu,22,0,0,0,22,0
118.25,-26.75,emu,28,0,0,0,28,0
119.25,-25.75,emu,19,0,0,0,19,0
115.25,-29.25,emu,14,0,0,0,14,0
123.75,-32.25,emu,13,0,0,0,13,0
115.75,-29.25,emu,641,0,0,0,641,0
115.75,-29.75,emu,21,0,0,0,21,0
130.75,-13.75,emu,13,0,0,0,13,0
143.75,-26.25,emu,19,0,0,0,19,0
118.75,-31.25,emu,28,0,0,0,28,0
114.75,-29.25,emu,21,0,0,0,21,0
121.75,-31.75,emu,12,0,0,0,12,0
122.25,-29.25,emu,11,0,0,0,11,0
116.25,-26.75,emu,28,0,0,0,28,0
115.25,-21.75,emu,11,0,0,0,11,0
121.75,-26.25,emu,33,0,0,0,33,0
123.75,-28.25,emu,13,0,0,0,13,0
121.25,-32.75,emu,18,0,0,0,18,0
115.25,-26.75,emu,32,0,0,0,32,0
119.75,-30.75,emu,15,0,0,0,15,0
122.25,-28.75,emu,16,0,0,0,16,0
130.75,-12.75,emu,10,0,0,0,10,0
124.75,-32.25,emu,10,0,0,0,10,0
114.25,-26.75,emu,10,0,0,0,10,0
119.75,-33.25,emu,11,0,0,0,11,0
137.25,-16.75,emu,11,0,0,0,11,0
115.25,-25.25,emu,12,0,0,0,12,0
132.75,-12.25,emu,16,0,0,0,16,0
125.25,-32.25,emu,11,0,0,0,11,0
114.75,-22.75,emu,11,0,0,0,11,0
119.25,-32.25,emu,19,0,0,0,19,0
146.75,-41.75,platypus,403,0,0,0,1,402
121.75,-25.75,emu,11,0,0,0,11,0
121.75,-30.25,emu,11,0,0,0,11,0
118.25,-29.75,emu,24,0,0,0,24,0
117.75,-29.75,emu,31,0,0,0,31,0
114.25,-25.25,emu,10,0,0,0,10,0
122.25,-30.75,emu,12,0,0,0,12,0
119.75,-29.25,emu,15,0,0,0,15,0
119.75,-27.75,emu,20,0,0,0,20,0
120.75,-25.25,emu,20,0,0,0,20,0
120.75,-29.75,emu,12,0,0,0,12,0
134.25,-14.25,emu,12,0,0,0,12,0
144.25,-21.75,emu,19,0,0,0,19,0
121.75,-28.75,emu,13,0,0,0,13,0
146.75,-27.25,emu,14,0,0,0,14,0
118.75,-30.25,emu,10,0,0,0,10,0
118.25,-30.25,emu,23,0,0,0,23,0
119.75,-31.75,emu,13,0,0,0,13,0
117.75,-30.75,emu,10,0,0,0,10,0
116.25,-29.75,emu,443,0,0,0,443,0
121.75,-33.25,emu,14,0,0,0,14,0
134.25,-12.75,emu,12,0,0,0,12,0
136.75,-27.75,emu,14,0,0,0,14,0
137.75,-16.25,emu,11,0,0,0,11,0
137.25,-27.75,emu,16,0,0,0,16,0
137.75,-16.75,emu,16,0,0,0,16,0
126.75,-17.25,emu,11,0,0,0,11,0
144.25,-39.75,platypus,11,0,0,0,2,9
145.25,-40.75,platypus,17,0,0,0,1,16
145.75,-42.25,platypus,15,0,0,0,1,14
143.25,-21.25,emu,10,0,0,0,10,0
146.75,-42.75,platypus,218,0,0,0,0,218
145.75,-41.25,platypus,154,0,0,0,0,154
147.25,-43.25,platypus,119,0,0,0,0,119
146.75,-43.25,platypus,92,0,0,0,0,92
147.75,-41.25,platypus,78,0,0,0,0,78
145.75,-40.75,platypus,47,0,0,0,0,47
145.25,-41.25,platypus,10,0,0,0,0,10
144.25,-40.25,platypus,11,0,0,0,0,11
145.25,-42.25,platypus,20,0,0,0,0,20
146.75,-42.25,platypus,130,0,0,0,0,130
146.25,-42.75,platypus,21,0,0,0,0,21
145.25,-41.75,platypus,17,0,0,0,0,17
